,title,date,location,year,used,kms,import,style,gearBox,fuelEngine,exterior,interior,seats,doors,motivated,url
3994,Xe Mitsubishi Xpander 1.5 MT 2021- 465 Triệu,Đăng ngày 10/11/2023. Xem 4 lượt,"Mr Triệu  Điện thoại:     Địa chỉ: Toà nhà Tasco, Lô Hh 2-2, Đường Phạm Hùng Hà Nội   Xem gian hàng  ⇨",2021,Xe đã dùng,"57,000 Km",Nhập khẩu,SUV,Số tay,Xăng  1.5 L,Bạc,,7 chỗ,5 cửa,,https://bonbanh.com/xe-mitsubishi-xpander-1.5-mt-2021-5289524
3995,Xe Ford Territory Titanium 1.5 AT 2023- 785 Triệu,Đăng ngày  9/11/2023. Xem 9 lượt,Mr Thanh  Điện thoại:     Địa chỉ: Hà Nội Hà Nội   Xem gian hàng  ⇨,2023,Xe mới,,Lắp ráp trong nước,SUV,Số tự động,Xăng  1.5 L,Nâu,,5 chỗ,5 cửa,,https://bonbanh.com/xe-ford-territory-titanium-1.5-at-2023-5286106
3996,Xe Audi A6 2.0 TFSI 2016- 930 Triệu,Đăng ngày  9/11/2023. Xem 13 lượt,"Perfect Auto  Điện thoại:  0972 866 666    Hoặc  0392 909 999    Địa chỉ: Số 68 Dương Đình Nghệ, Cầu Giấy Hà Nội  Website: perfectauto.bonbanh.com",2016,Xe đã dùng,"70,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  2.0 L,Đen,,5 chỗ,4 cửa,,https://bonbanh.com/xe-audi-a6-2.0-tfsi-2016-5226102
3997,Xe Mitsubishi Pajero Sport G 4x2 AT 2012- 340 Triệu,Đăng ngày  9/11/2023. Xem 7 lượt,"Việt Nguyên Auto  Điện thoại:  0906 206 886    Hoặc  0982 759 601    Địa chỉ: 116 Lê Văn Lương , Thanh Xuân Hà Nội  Website: vietnguyenauto.bonbanh.com",2012,Xe đã dùng,"120,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  3.0 L,Trắng,,7 chỗ,5 cửa,,https://bonbanh.com/xe-mitsubishi-pajero-sport-g-4x2-at-2012-5260714
3998,Xe Toyota Fortuner 2.7V 4x2 AT 2017- 730 Triệu,Đăng ngày  9/11/2023. Xem 12 lượt,"Mr Cương  Điện thoại:     Địa chỉ: 15 đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm Hà Nội   Xem gian hàng  ⇨",2017,Xe đã dùng,"135,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  2.7 L,Trắng,,7 chỗ,5 cửa,,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2017-5289693
3999,Xe Hyundai Tucson 2.0 AT CRDi Đặc biệt 2023- 869 Triệu,Đăng ngày  9/11/2023. Xem 9 lượt,"Hyundai Việt Hàn 3S  Điện thoại:  0765 148 375   Địa chỉ: 387 Quốc lộ 13, P. Hiệp Bình Phước, Tp. Thủ Đức TP HCM  Website: hyundaiviethan3s.bonbanh.com",2023,Xe mới,,Lắp ráp trong nước,Crossover,Số tự động,Dầu  2.0 L,Đỏ,,5 chỗ,5 cửa,,https://bonbanh.com/xe-hyundai-tucson-2.0-at-crdi-dac-biet-2023-5289664
4000,Xe Hyundai SantaFe Cao cấp 2.5L HTRAC 2023- 1 Tỷ 125 Triệu,Đăng ngày  9/11/2023. Xem 6 lượt,"Đặng thế Hảo  Điện thoại:     Địa chỉ: Tổ 17- Yên Nghĩa , Hà Đông Hà Nội   Xem gian hàng  ⇨",2023,Xe mới,,Lắp ráp trong nước,SUV,Số tự động,Xăng  2.5 L,Bạc,,7 chỗ,5 cửa,,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.5l-htrac-2023-5238449
4001,Xe Peugeot 2008 GT Line 1.2 AT 2021- 680 Triệu,Đăng ngày  9/11/2023. Xem 9 lượt,"Thắng Trần Auto  Điện thoại:  0989 856 338   Địa chỉ: 202/2 Đt 743, P. An Phú, Tp Thuận An Bình Dương  Website: thangtranauto.bonbanh.com",2021,Xe đã dùng,"37,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng  1.2 L,Cam,,5 chỗ,5 cửa,,https://bonbanh.com/xe-peugeot-2008-gt-line-1.2-at-2021-5252472
4002,Xe Porsche Cayenne S 2016- 2 Tỷ 690 Triệu,Đăng ngày  9/11/2023. Xem 10 lượt,Nguyễn Minh Vinh  Điện thoại:     Địa chỉ: 68 Dương Đình Nghệ Yên Hoà Cầu giấy hà nội Hà Nội   Xem gian hàng  ⇨,2016,Xe đã dùng,"51,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  3.6 L,Nâu,,5 chỗ,5 cửa,,https://bonbanh.com/xe-porsche-cayenne-s-2016-5051000
4003,Xe BMW 3 Series 320i 2016- 639 Triệu,Đăng ngày 10/11/2023. Xem 7 lượt,"Auto 86  Điện thoại:  0907 800 056    Hoặc  0937 916 899    Địa chỉ: 620 Lê Văn Lương, Phường Tân Phong, Quận 7 TP HCM  Website: auto86.bonbanh.com",2016,Xe đã dùng,"72,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  2.0 L,Đen,,5 chỗ,4 cửa,,https://bonbanh.com/xe-bmw-3_series-320i-2016-5161573
4004,Xe BMW X3 xDrive20i M Sport 2022- 1 Tỷ 919 Triệu,Đăng ngày  9/11/2023. Xem 18 lượt,"Ms Ngọc  Điện thoại:     Địa chỉ: 132 Lê Duẩn, Nguyễn Du, Hai Bà Trưng Hà Nội",2022,Xe mới,,Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Đen,,5 chỗ,5 cửa,,https://bonbanh.com/xe-bmw-x3-xdrive20i-m-sport-2022-5273034
4005,Xe BMW 5 Series 528i GT 2016- 1 Tỷ 30 Triệu,Đăng ngày  9/11/2023. Xem 17 lượt,Salon ô tô Phú Quý  Điện thoại:  0947 963 888    Hoặc  0936 125 888    Địa chỉ: Số 8 Phạm Văn Bạch - Cầu Giấy Hà Nội  Website: salonotophuquy.bonbanh.com,2016,Xe đã dùng,"65,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  2.0 L,Đen,,5 chỗ,4 cửa,,https://bonbanh.com/xe-bmw-5_series-528i-gt-2016-5103145
4006,Xe Mercedes Benz E class E250 2017- 1 Tỷ 169 Triệu,Đăng ngày  9/11/2023. Xem 9 lượt,"Việt Nhật Auto  Điện thoại:  0967 877 789   Địa chỉ: 79 Nguyễn Chánh, Cầu Giấy Hà Nội  Website: vietnhatauto.bonbanh.com",2017,Xe đã dùng,"57,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Trắng,,5 chỗ,4 cửa,,https://bonbanh.com/xe-mercedes_benz-e_class-e250-2017-5283466
4007,Xe Toyota Vios E 1.5 MT 2022- 435 Triệu,Đăng ngày 10/11/2023. Xem 5 lượt,"Bảo Châu Auto  Điện thoại:  0936 735 555   Địa chỉ: 388 Nguyễn Văn Cừ, Long Biên Hà Nội  Website: baochauauto.bonbanh.com",2022,Xe đã dùng,"17,000 Km",Lắp ráp trong nước,Sedan,Số tay,Xăng  1.5 L,Cát,,5 chỗ,4 cửa,,https://bonbanh.com/xe-toyota-vios-e-1.5-mt-2022-5283204
4008,Xe Mercedes Benz C class C300 AMG 2014- 488 Triệu,Đăng ngày  9/11/2023. Xem 13 lượt,A Thành  Điện thoại:     Địa chỉ: Vin Ocean Park Hà Nội,2014,Xe đã dùng,"65,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  3.0 L,Bạc,,5 chỗ,4 cửa,,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2014-5246874
4009,Xe Kia Carnival Luxury 2.2D 2021- 1 Tỷ 60 Triệu,Đăng ngày 10/11/2023. Xem 5 lượt,"Auto 6666  Điện thoại:  0888 201 089   Địa chỉ: Số 5 Nguyễn Khánh Toàn, P. Quan Hoa, Q. Cầu Giấy Hà Nội  Website: auto6666.bonbanh.com",2021,Xe đã dùng,"40,000 Km",Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu  2.2 L,Xám,,8 chỗ,5 cửa,,https://bonbanh.com/xe-kia-carnival-luxury-2.2d-2021-5230989
4010,Xe Bentley Bentayga First Edition 4.0 V8 2021- 15 Tỷ 800 Triệu,Đăng ngày  9/11/2023. Xem 9 lượt,"MT Auto  Điện thoại:  0905 098 888    Hoặc  0935 866 636    Địa chỉ: 88 Tố Hữu, Vạn Phúc, Hà Đông Hà Nội  Website: mtauto.bonbanh.com",2021,Xe đã dùng,"3,862 Km",Nhập khẩu,SUV,Số tự động,Xăng  4.0 L,Đỏ,,5 chỗ,5 cửa,,https://bonbanh.com/xe-bentley-bentayga-first-edition-4.0-v8-2021-5161631
4011,Xe Toyota Camry 2.0G 2023- 980 Triệu,Đăng ngày  9/11/2023. Xem 10 lượt,Ms Ngọc  Điện thoại:     Địa chỉ: Thanh Xuân Hà Nội   Xem gian hàng  ⇨,2023,Xe mới,,Nhập khẩu,Sedan,Số tự động,Xăng  2.0 L,Đen,,5 chỗ,4 cửa,,https://bonbanh.com/xe-toyota-camry-2.0g-2023-5271515
4012,Xe Mazda CX5 2.5 AT 2WD 2018- 655 Triệu,Đăng ngày  9/11/2023. Xem 14 lượt,"Ngọc Long Auto  Điện thoại:  0981 955 817    Hoặc  0947 853 881    Địa chỉ: 110 Lê Văn Lương, Nhân Chính, Thanh Xuân Hà Nội  Website: ngoclongauto.bonbanh.com",2018,Xe đã dùng,0 Km,Lắp ráp trong nước,SUV,Số tự động,Xăng  2.5 L,Trắng,,5 chỗ,5 cửa,,https://bonbanh.com/xe-mazda-cx5-2.5-at-2wd-2018-5194608
4013,Xe Lexus LX 570 2021- 7 Tỷ 900 Triệu,Đăng ngày 10/11/2023. Xem 5 lượt,"CarMax Auto  Điện thoại:  0987 833 007    Hoặc  0905 286 688    Địa chỉ: Số 3 Nguyễn Văn Huyên, Cầu Giấy Hà Nội  Website: carmax.bonbanh.com",2021,Xe đã dùng,"25,600 Km",Nhập khẩu,SUV,Số tự động,Xăng  5.7 L,Đen,,7 chỗ,5 cửa,,https://bonbanh.com/xe-lexus-lx-570-2021-5170917
4014,Xe Ford Everest 2.5L 4x2 MT 2013- 355 Triệu,Đăng ngày  9/11/2023. Xem 22 lượt,"Ô tô Ánh Lý - CN Hà Giang  Điện thoại:  0965 170 888   Địa chỉ: Tổ 18, Phường Nguyễn Trãi, TP Hà Giang Hà Giang  Website: otoanhly-hagiang.bonbanh.com",2013,Xe đã dùng,"130,000 Km",Lắp ráp trong nước,SUV,Số tay,Dầu  2.5 L,Đen,,7 chỗ,5 cửa,,https://bonbanh.com/xe-ford-everest-2.5l-4x2-mt-2013-5241350
4015,Xe Kia Cerato 1.6 AT Luxury 2021- 532 Triệu,Đăng ngày  9/11/2023. Xem 15 lượt,"Minh Chiến Auto  Điện thoại:  0912 076 872    Hoặc  0862 642 444    Địa chỉ: 585 Trần Tất Văn, Quận Kiến An Hải Phòng  Website: minhchienauto.bonbanh.com",2021,Xe đã dùng,"40,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.6 L,Trắng,,5 chỗ,4 cửa,,https://bonbanh.com/xe-kia-cerato-1.6-at-luxury-2021-5284982
4016,Xe Toyota Rush 1.5S AT 2018- 475 Triệu,Đăng ngày  9/11/2023. Xem 11 lượt,Lân Ngọc Ô Tô Đồng Nai  Điện thoại:  0829 554 490    Hoặc  0919 243 566    Địa chỉ: Ấp 1 Xã Xuân Quế Huyện Cẩm Mỹ Tỉnh Đồng Nai Đồng Nai  Website: lanngocotodongnai.bonbanh.com,2018,Xe đã dùng,0 Km,Nhập khẩu,SUV,Số tự động,Xăng  1.5 L,Nâu,,7 chỗ,5 cửa,,https://bonbanh.com/xe-toyota-rush-1.5s-at-2018-5261393
4017,Xe Hyundai Accent 1.4 MT Base 2018- 310 Triệu,Đăng ngày  9/11/2023. Xem 22 lượt,"Hợp Thành Phát Auto  Điện thoại:  0982 267 771    Hoặc  0989 831 631    Địa chỉ: 09 Tt Văn Giang, Hưng Yên Hưng Yên  Website: hopthanhphatauto.bonbanh.com",2018,Xe đã dùng,"80,000 Km",Lắp ráp trong nước,Sedan,Số tay,Xăng  1.4 L,Trắng,,5 chỗ,4 cửa,,https://bonbanh.com/xe-hyundai-accent-1.4-mt-base-2018-5184559
4018,Xe Toyota Vios E CVT 2022- 469 Triệu,Đăng ngày 10/11/2023. Xem 5 lượt,"Vinh Quang Auto  Điện thoại:  0354 326 868    Hoặc  0936 332 989    Địa chỉ: Toà Nhà Vinh Quang, Phố Văn Tân, Tây Nam Linh Đàm Hà Nội  Website: vinhquangauto.bonbanh.com",2022,Xe đã dùng,"16,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Đen,,5 chỗ,4 cửa,,https://bonbanh.com/xe-toyota-vios-e-cvt-2022-5272682
4019,Xe Mercedes Benz C class C200 Avantgarde 2022- 1 Tỷ 399 Triệu,Đăng ngày  9/11/2023. Xem 10 lượt,"Mercedes - Benz An Du Hà Nội - Used Car  Điện thoại:  0949 367 777   Địa chỉ: 11 Phạm Hùng, Mỹ Đình, Nam Từ Liêm Hà Nội  Website: mercedesusedcar-anduhanoi.bonbanh.com",2022,Xe đã dùng,19 Km,Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Xám,,5 chỗ,4 cửa,,https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-2022-4642020
4020,Xe Mercedes Benz C class C200 Avantgarde 2022- 1 Tỷ 399 Triệu,Đăng ngày  9/11/2023. Xem 10 lượt,"Mercedes - Benz An Du Hà Nội - Used Car  Điện thoại:  0949 367 777   Địa chỉ: 11 Phạm Hùng, Mỹ Đình, Nam Từ Liêm Hà Nội  Website: mercedesusedcar-anduhanoi.bonbanh.com",2022,Xe đã dùng,19 Km,Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Xám,,5 chỗ,4 cửa,,https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-2022-4642020
4021,Xe VinFast VF5 Plus 2023- 458 Triệu,Đăng ngày  9/11/2023. Xem 7 lượt,"Vinfast Ô tô Mỹ Đình  Điện thoại:  0929 798 333   Địa chỉ: Số 8, đường Phạm Hùng, Phường Mai Dịch, Quận Cầu Giấy Hà Nội  Website: vinfastotomydinh.bonbanh.com",2023,Xe mới,,Lắp ráp trong nước,SUV,Số tự động,Điện,Đen,,5 chỗ,5 cửa,,https://bonbanh.com/xe-vinfast-vf5-plus-2023-5158098
4022,Xe Toyota Fortuner 2.4G 4x2 AT 2019- 850 Triệu,Đăng ngày  9/11/2023. Xem 19 lượt,City Car  Điện thoại:  0966 777 555   Địa chỉ: 99A Nguyễn Chánh - Yên Hòa - Cầu Giấy Hà Nội  Website: citycar.bonbanh.com,2019,Xe đã dùng,"70,000 Km",Lắp ráp trong nước,SUV,Số tự động,Dầu  2.4 L,Đen,,7 chỗ,5 cửa,,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-at-2019-5242456
4023,Xe Kia Carnival Luxury 2.2D 2023- 1 Tỷ 209 Triệu,Đăng ngày  9/11/2023. Xem 10 lượt,"Kia Đống Đa  Điện thoại:  0962 381 186   Địa chỉ: 568 Đường Láng, Đống Đa Hà Nội  Website: kiadongda.bonbanh.com",2023,Xe mới,,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu  2.2 L,Trắng,,8 chỗ,5 cửa,,https://bonbanh.com/xe-kia-carnival-luxury-2.2d-2023-4537177
4024,Xe Toyota Innova G 2.0 AT 2023- 818 Triệu,Đăng ngày  9/11/2023. Xem 39 lượt,Mr Thành  Điện thoại:     Địa chỉ: Hà Nội Hà Nội   Xem gian hàng  ⇨,2023,Xe mới,,Lắp ráp trong nước,Crossover,Số tự động,Xăng  2.0 L,Trắng,,8 chỗ,5 cửa,,https://bonbanh.com/xe-toyota-innova-g-2.0-at-2023-5280742
4025,Xe Toyota Vios E CVT 2021- 465 Triệu,Đăng ngày  9/11/2023. Xem 7 lượt,"Thanh Auto  Điện thoại:  0915 576 688    Hoặc  0362 898 989    Địa chỉ: 755 Nguyễn Xiển (Cột trụ cầu T139), Thanh Xuân Hà Nội  Website: thanhdtauto.bonbanh.com",2021,Xe đã dùng,"20,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Cát,,5 chỗ,4 cửa,,https://bonbanh.com/xe-toyota-vios-e-cvt-2021-5114684
4026,Xe Toyota Veloz Cross Top 1.5 CVT 2023- 659 Triệu,Đăng ngày  9/11/2023. Xem 5 lượt,"Mr Nam  Điện thoại:      Hoặc  0962 861 059    Địa chỉ: 314 Luỹ Bán Bích, P Hoà Thạnh, Tân Phú TP HCM",2023,Xe đã dùng,"9,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  1.5 L,Đen,,7 chỗ,5 cửa,,https://bonbanh.com/xe-toyota-veloz-cross-top-1.5-cvt-2023-5279907
4027,Xe Toyota Vios G 1.5 CVT 2022- 542 Triệu,Đăng ngày  9/11/2023. Xem 7 lượt,Đào Thế Học  Điện thoại:     Địa chỉ: Trần Thái Tông - Cầu Giấy Hà Nội   Xem gian hàng  ⇨,2022,Xe đã dùng,"16,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Đen,,5 chỗ,4 cửa,,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2022-5275153
4028,Xe Honda CRV L 2019- 777 Triệu,Đăng ngày  9/11/2023. Xem 15 lượt,Nguyễn Thị Nguyệt  Điện thoại:     Địa chỉ: 99 Thành Thái - Cầu Giấy Hà Nội   Xem gian hàng  ⇨,2019,Xe đã dùng,"64,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  1.5 L,Đỏ,,7 chỗ,5 cửa,,https://bonbanh.com/xe-honda-crv-l-2019-5270430
4029,Xe Honda CRV G 2021- 819 Triệu,Đăng ngày  9/11/2023. Xem 15 lượt,"Auto Chốt  Điện thoại:  0856 616 666    Hoặc  0852 029 999    Địa chỉ: Lô E số 2 Đường Hạ Yên Quyết (đối diện trường mầm non Yên Hoà), Yên Hoà, Cầu Giấy Hà Nội  Website: autochot.bonbanh.com",2021,Xe đã dùng,"30,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  1.5 L,Đen,,7 chỗ,5 cửa,,https://bonbanh.com/xe-honda-crv-g-2021-5289685
4030,Xe Lexus ES 250 2017- 1 Tỷ 299 Triệu,Đăng ngày  9/11/2023. Xem 29 lượt,Mr. Thái Anh  Điện thoại:     Địa chỉ: Hà Nội Hà Nội   Xem gian hàng  ⇨,2017,Xe đã dùng,"50,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  2.5 L,Đen,,5 chỗ,4 cửa,,https://bonbanh.com/xe-lexus-es-250-2017-4879177
4031,Xe LandRover Range Rover SVAutobiography LWB 3.0 I6 2020- 8 Tỷ 990 Triệu,Đăng ngày  9/11/2023. Xem 9 lượt,"Nguyễn Đức Linh  Điện thoại:     Địa chỉ: Số 2 Hạ Yên Quyết, Cầu Giấy Hà Nội   Xem gian hàng  ⇨",2020,Xe đã dùng,0 Km,Nhập khẩu,SUV,Số tự động,Xăng  3.0 L,Xám,,4 chỗ,5 cửa,,https://bonbanh.com/xe-landrover-range_rover-svautobiography-lwb-3.0-i6-2020-5242418
4032,Xe Ford Ranger Raptor 2.0L 4x4 AT 2023- 1 Tỷ 299 Triệu,Đăng ngày  9/11/2023. Xem 8 lượt,"Hải Phòng Ford  Điện thoại:  0983 575 524   Địa chỉ: Tổ 3 Khu An Trì, Phường Hùng Vương, Quận Hồng Bàng Hải Phòng  Website: haiphongford.bonbanh.com",2023,Xe mới,,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  2.0 L,Xanh,,5 chỗ,4 cửa,,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2023-5147075
4033,Xe Mazda 3 1.5L Sport Premium 2023- 709 Triệu,Đăng ngày  9/11/2023. Xem 19 lượt,"Mazda Hải Phòng  Điện thoại:  0904 446 882   Địa chỉ: Số 336 đường Hà Nội, Phường Sở Dầu, Quận Hồng Bàng Hải Phòng  Website: mazdahaiphong.bonbanh.com",2023,Xe mới,,Lắp ráp trong nước,Hatchback,Số tự động,Xăng  1.5 L,Trắng,,5 chỗ,5 cửa,,https://bonbanh.com/xe-mazda-3-1.5l-sport-premium-2023-4078809
4034,Xe Toyota Fortuner 2.4G 4x2 MT 2020- 850 Triệu,Đăng ngày  9/11/2023. Xem 10 lượt,"Toyota Long Thành - Xe Đã Qua Sử Dụng  Điện thoại:  0974 626 187   Địa chỉ: 1797 Quốc Lộ 51 ,Ấp Xóm Gốc , Xã Long An , Huyện Long Thành Đồng Nai  Website: toyotalongthanhxedaquasudung.bonbanh.com",2020,Xe đã dùng,"46,600 Km",Lắp ráp trong nước,SUV,Số tay,Dầu  2.4 L,Trắng,,7 chỗ,5 cửa,,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-mt-2020-5231506
4035,Xe Mercedes Benz C class C300 AMG 2018- 1 Tỷ 99 Triệu,Đăng ngày  9/11/2023. Xem 9 lượt,"Long Anh Auto  Điện thoại:  0932 043 754   Địa chỉ: 66 - 68 Đường số 7, P. Tân Kiểng, Quận 7 TP HCM  Website: longanhauto.bonbanh.com",2018,Xe đã dùng,"40,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Đen,,5 chỗ,4 cửa,,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2018-5259286
4036,Xe Hyundai SantaFe Cao cấp 2.2L HTRAC 2023- 1 Tỷ 180 Triệu,Đăng ngày  9/11/2023. Xem 15 lượt,"Việt Hưng  Điện thoại:     Địa chỉ: 138 Phạm Văn Đồng, P.xuân Đỉnh, Q.bắc Từ Liêm Hà Nội   Xem gian hàng  ⇨",2023,Xe mới,,Lắp ráp trong nước,SUV,Số tự động,Dầu  2.2 L,Đen,,7 chỗ,5 cửa,,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.2l-htrac-2023-5068067
4037,Xe Toyota Veloz Cross 1.5 CVT 2022- 609 Triệu,Đăng ngày  9/11/2023. Xem 8 lượt,"Siêu thị ô tô Bình Dương  Điện thoại:  0914 701 701    Hoặc  0965 587 196    Địa chỉ: Ngã ba Ông Xã, ĐT743B, khu phố Đông Tân, Dĩ An Bình Dương  Website: sieuthiotobinhduong.bonbanh.com",2022,Xe đã dùng,"20,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  1.5 L,Trắng,,7 chỗ,5 cửa,,https://bonbanh.com/xe-toyota-veloz-cross-1.5-cvt-2022-5052805
4038,Xe Hyundai Elantra 2.0 AT 2017- 390 Triệu,Đăng ngày 10/11/2023. Xem 5 lượt,"Lương Thanh Nhàn  Điện thoại:     Địa chỉ: 127/2/14 Bình Lợi, P.13, Q. Bình Thạnh TP HCM",2017,Xe đã dùng,"110,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Xanh,,5 chỗ,4 cửa,,https://bonbanh.com/xe-hyundai-elantra-2.0-at-2017-5274200
4039,Xe Mercedes Benz S class Maybach S450 4Matic 2018- 4 Tỷ 379 Triệu,Đăng ngày 10/11/2023. Xem 7 lượt,"Tây Lê  Điện thoại:     Địa chỉ: 290 Nguyễn Văn Linh, Phường Bình Thuận, Quận 7 TP HCM   Xem gian hàng  ⇨",2018,Xe đã dùng,0 Km,Nhập khẩu,Sedan,Số tự động,Xăng  3.0 L,Đen,,5 chỗ,4 cửa,,https://bonbanh.com/xe-mercedes_benz-s_class-maybach-s450-4matic-2018-5192272
4040,Xe Toyota Zace GL 2004- 178 Triệu,Đăng ngày  9/11/2023. Xem 17 lượt,"Salon Ô Tô Trung Hiếu  Điện thoại:  0918 647 120    Hoặc  0979 074 079    Địa chỉ: 154 Trần Phú, Lộc Sơn, Bảo Lộc Lâm Đồng  Website: ototrunghieu-lamdong.bonbanh.com",2004,Xe đã dùng,"165,000 Km",Lắp ráp trong nước,SUV,Số tay,Xăng  1.8 L,Xanh,,8 chỗ,5 cửa,,https://bonbanh.com/xe-toyota-zace-gl-2004-5289678
4041,Xe Audi Q7 2.0 AT 2016- 1 Tỷ 350 Triệu,Đăng ngày  9/11/2023. Xem 24 lượt,"Dương Khang  Điện thoại:      Hoặc  0904 732 399    Địa chỉ: Số 3 Nguyễn Văn Huyên, Cầu Giấy Hà Nội   Xem gian hàng  ⇨",2016,Xe đã dùng,0 Km,Nhập khẩu,SUV,Số tự động,Xăng  2.0 L,Đen,,7 chỗ,5 cửa,,https://bonbanh.com/xe-audi-q7-2.0-at-2016-5245270
4042,Xe LandRover Range Rover Sport HSE 2015- 1 Tỷ 500 Triệu,Đăng ngày  9/11/2023. Xem 18 lượt,"Dương Khang  Điện thoại:      Hoặc  0904 732 399    Địa chỉ: Số 3 Nguyễn Văn Huyên, Cầu Giấy Hà Nội   Xem gian hàng  ⇨",2015,Xe đã dùng,"85,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  3.0 L,Trắng,,5 chỗ,5 cửa,,https://bonbanh.com/xe-landrover-range_rover_sport-hse-2015-5245319
4043,Xe Hyundai Elantra 1.6 AT Tiêu chuẩn 2022- 559 Triệu,Đăng ngày  9/11/2023. Xem 14 lượt,"Tứ Quý Auto  Điện thoại:  0974 535 555   Địa chỉ: Số 95A Trần Thái Tông, Cầu Giấy Hà Nội  Website: tuquyauto.bonbanh.com",2022,Xe đã dùng,"11,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.6 L,Đỏ,,5 chỗ,4 cửa,,https://bonbanh.com/xe-hyundai-elantra-1.6-at-tieu-chuan-2022-5246284
4044,Xe Zotye Z8 2.0 AT 2018- 420 Triệu,Đăng ngày  9/11/2023. Xem 11 lượt,Boss Car  Điện thoại:  0983 153 398   Địa chỉ: 68 Lê Văn Lương Hà Nội  Website: bosscar.bonbanh.com,2018,Xe đã dùng,"46,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  2.0 L,Đen,,5 chỗ,5 cửa,,https://bonbanh.com/xe-zotye-z8-2.0-at-2018-5182505
4045,Xe Ford F150 Harley Davidson 2018- 5 Tỷ 900 Triệu,Đăng ngày  9/11/2023. Xem 7 lượt,"Mr Vương  Điện thoại:     Địa chỉ: 88 Tố Hữu, Vạn Phúc, Hà Đông Hà Nội   Xem gian hàng  ⇨",2018,Xe đã dùng,"22,000 Km",Nhập khẩu,Bán tải / Pickup,Số tự động,Xăng,Đen,,5 chỗ,4 cửa,,https://bonbanh.com/xe-ford-f150-harley-davidson-2018-5116837
4046,Xe LandRover Range Rover Sport Supercharged 2010- 690 Triệu,Đăng ngày 10/11/2023. Xem 5 lượt,"Auto Minh Quang  Điện thoại:  0939 734 567    Hoặc  0933 334 533    Địa chỉ: 222 Đinh Bộ Lĩnh, P 26, Q. Bình Thạnh TP HCM  Website: autominhquang.bonbanh.com",2010,Xe đã dùng,"63,500 Km",Nhập khẩu,SUV,Số tự động,Xăng  5.0 L,Đen,,5 chỗ,5 cửa,,https://bonbanh.com/xe-landrover-range_rover_sport-supercharged-2010-5218351
